หน้า (PAGE),รหัสสินค้า (PART NUMBER),รหัสเดิม (OLD NO.),ยี่ห้อ/OEM,เลขอ้างอิง (CROSS REFERENCE),รุ่นรถ/หมายเหตุ (APPLICATION)
80,ST40616B,,DONALDSON,P119373,
80,ST40617A,,,16546-99016,
80,ST40618A,,ISUZU,1-1421511-0,
80,ST40618A,,FLEETGUARD,AF1768M/7Y0404,
80,ST40618A,,DONALDSON,P182080 7Y0403/7Y0404,
80,ST40618B,,ISUZU,14215145-0,
80,ST40618B,,FLEETGUARD,AF1767/7Y0403,
80,ST40618B,,DONALDSON,P127315,
80,ST40619A,,HITACHI,4286128 4286128,
80,ST40619A,,FLEETGUARD,AF25414,
80,ST40619A,,DONALDSON,P821938,
80,ST40619B,,HITACHI,4286130,
80,ST40619B,,FLEETGUARD,AF25412,
80,ST40619B,,DONALDSON,P821963,
80,ST40620A,,HITACHI,4286120 4283861,
80,ST40620A,,FLEETGUARD,AF25384,
80,ST40620A,,DONALDSON,P821883,
80,ST40620B,,HITACHI,4287060,
80,ST40620B,,FLEETGUARD,AF25413,
80,ST40620B,,DONALDSON,P821908,
80,ST40622A,,FLEETGUARD,AF4059k,
80,ST40622B,,FLEETGUARD,AF1680,
80,ST40622B,,DONALDSON,P112212,
81,ST40625A,,KOMATSU,600-181-7300,
81,ST40625A,,HITACHI,4233318,
81,ST40625A,,FLEETGUARD,AF437K,
81,ST40625A,,DONALDSON,P101222 P181052,
81,ST40626A,,KOMATSU,600-181-8600/2700AB,
81,ST40626A,,FLEETGUARD,AF1934M,
81,ST40626A,,DONALDSON,P182070,
81,ST40626A,,CASE,JS02P00001-3,
81,ST40626B,,FLEETGUARD,AF1935M,
81,ST40626B,,DONALDSON,P124046,
81,ST40627A,,FLEETGUARD,AF873M,
81,ST40627A,,DONALDSON,P181120,
81,ST40627A,,CATERPILLAR,7W5313 1P8483,
81,ST40627B,,CATERPILLAR,7N1308 1P8482,
81,ST40627B,,FLEETGUARD,AF874M,
81,ST40627B,,DONALDSON,P158675,
81,ST40628A,,HITACHI,4090408,
81,ST40628A,,FLEETGUARD,AF418,
81,ST40628A,,DONALDSON,P181034,
81,ST40628B,,HITACHI,4059818 4090409,
81,ST40628B,,FLEETGUARD,AF490M,
81,ST40628B,,DONALDSON,P119374,
81,ST40628B,,KOMATSU,6500-181-6560,
81,ST40629A,,CATERPILLAR,142-1339 11110022,
81,ST40629A,,FLEETGUARD,AF25437 11110023,
81,ST40629A,,DONALDSON,P777279 4288963 4288963,
81,ST40629B,,CATERPILLAR,142-1404,
81,ST40629B,,FLEETGUARD,AF25523,
81,ST40629B,,DONALDSON,P777414,
81,ST40630A,,CATERPILLAR,600-185-3110/600-185-3100(AB),
81,ST40630A,,FLEETGUARD,AF25492,
81,ST40630A,,DONALDSON,P777638,
81,ST40630A,,PERKINS,26510353,
81,ST40630A,,J.C.B,32912901,
81,ST40630B,,KOMATSU,600-185-3120,
81,ST40630B,,FLEETGUARD,AF25491,
81,ST40630B,,DONALDSON,P777639,
81,ST40630B,,PERKINS,26510354,
81,ST40631A,,FLEETGUARD,AF4739,
81,ST40631A,,OF,HD820 ME033717,
81,ST40631B,,FLEETGUARD,AF940K,
81,ST40631B,,DONALDSON,P526840,
81,ST40633A,,FLEETGUARD,AF25009,
81,ST40633A,,DONALDSON,P780385,
81,ST40633A,,HITACHI,4206098  4285619 / 4247974,
82,ST40633B,,FLEETGUARD,AF25008,
82,ST40633B,,DONALDSON,P543661,
82,ST40633B,,HITACHI,4247974,
82,ST40634A,,KOMATSU,600-181-9740,
82,ST40634A,,FLEETGUARD,AF25444,
82,ST40634A,,DONALDSON,P778337,600-181-9450  ST634AB
82,ST40634B,,DONALDSON,P778339,
82,ST40634B,,KOMATSU,600-181-9780,
82,ST40636A,,FLEETGUARD,AF336M,
82,ST40636A,,CATERPILLAR,7M9045,
82,ST40636B,,FLEETGUARD,AF4769,
82,ST40636B,,CATERPILLAR,8N6883,
82,ST40637A,,CATERPILLAR,7W5495 1P7716,
82,ST40637A,,FLEETGUARD,AF875M,
82,ST40637A,,DONALDSON,P181118 P158670,
82,ST40637B,,KOMATSU,7W7360 1P7360,
82,ST40637B,,FLEETGUARD,AF876M,
82,ST40637B,,DONALDSON,P158670,
82,ST40638A,,HYUNDAI,11NB-20120A                    AF26664,
82,ST40638B,,HYUNDAI,11NB-20130                   AF27843,
82,ST40639A,,CATERPILLAR,131-8822,
82,ST40639A,,FLEETGUARD,AF25589,
82,ST40639A,,DONALDSON,P536457,
82,ST40639B,,CATERPILLAR,131-8821,
82,ST40639B,,FLEETGUARD,AF25624,
82,ST40639B,,DONALDSON,P536492,
82,ST40640A,,KOMATSU,600-185-4110/600-185-4100(AB),11N6-27030
82,ST40640A,,FLEETGUARD,AF25667,
82,ST40640A,,DONALDSON,P532966,
82,ST40640B,,KOMATSU,600-185-4120,
82,ST40640B,,FLEETGUARD,AF26114,11N6-27040
82,ST40640B,,DONALDSON,P533781,
82,ST40642A,,KOBELCO,LP11P00004S002,
82,ST40642A,,FLEETGUARD,AF4748K,
82,ST40642A,,DONALDSON,P772550,
83,ST40642B,,FLEETGUARD,AF4103,
83,ST40642B,,DONALDSON,P119410,
83,ST40643A,,,308*153*220*17*87 6I-6434 P812800 2446U264S2,
83,ST40646A,,,23130-61002A 搅拌机,
83,ST40646B,,,23130-61002B 搅拌机,
83,ST40647A,,HYUMDAI,11EM-21041 11N6-24520,
83,ST40647A,,FLEETGUARD,AF26285K,
83,ST40647B,,HYUNDAI,11EM-25051,
83,ST40647B,,FLEETGUARD,AF26286,
83,ST40649A,,CATERPILLAR,6I2499,
83,ST40649A,,FLEETGUARD,AF25111M,
83,ST40649A,,DONALDSON,P532499,
83,ST40649B,,CATERPILLAR,6I2500,
83,ST40649B,,FLEETGUARD,AF25112M,
83,ST40649B,,DONALDSON,P532500,
83,ST40650A,,FLEETGUARD,AF4995K,
83,ST40650A,,DONALDSON,P526840,
83,ST40650B,,FLEETGUARD,AF4996,
83,ST40650B,,DONALDSON,P526839,
83,ST40651A,,FLEETGUARD,AF1735K,
83,ST40651A,,DONALDSON,P181063,
83,ST40651B,,FLEETGUARD,AF4150,
83,ST40651B,,DONALDSON,P119778,
83,ST40652A,,FLEETGUARD,AF4669,
83,ST40652A,,DONALDSON,P538453,
83,ST40652B,,DONALDSON,P538454,
84,ST40656A,,CATERPILLAR,7W5317 4M9334,
84,ST40656A,,FLEETGUARD,AF335M,
84,ST40656A,,DONALDSON,P181104,
84,ST40656B,,CATERPILLAR,9S9972,
84,ST40656B,,FLEETGUARD,AF959M,
84,ST40656B,,DONALDSON,P158669,
84,ST40657A,,CATERPILLAR,6I2507,
84,ST40657A,,FLEETGUARD,AF25288M,
84,ST40657A,,DONALDSON,P532507,
84,ST40657B,,CATERPILLAR,6I2508,
84,ST40657B,,FLEETGUARD,AF25289,
84,ST40657B,,DONALDSON,P532508,
84,ST40659A,,CATERPILLAR,6I2503,
84,ST40659A,,FLEETGUARD,AF25129,
84,ST40659A,,DONALDSON,P532503,
84,ST40659A,,KOMATSU,600-185-5110/ 600-185-5100(A+B),
84,ST40659B,,CATERPILLAR,6I2504,
84,ST40659B,,FLEETGUARD,AF25130M,
84,ST40659B,,DONALDSON,P532504,
84,ST40659B,,KOMATSU,600-185-5120,
84,ST40660A,,VOLVO,11110175,
84,ST40660A,,FLEETGUARD,AF25748,
84,ST40660A,,DONALDSON,P778905,
84,ST40660B,,VOLVO,11110175,
84,ST40660B,,FLEETGUARD,AF25749,
84,ST40660B,,DONALDSON,P778906,
84,ST40661A,,CATERPILLAR,6I0273 6I-2503/04,
84,ST40661A,,FLEETGUARD,AF25131M,
84,ST40661A,,DONALDSON,P532473,
84,ST40661B,,CATERPILLAR,6I0274,
84,ST40661B,,FLEETGUARD,AF25132M,
84,ST40661B,,DONALDSON,P532474,
84,ST40663A,,CATERPILLAR,8N6309,
84,ST40663A,,FLEETGUARD,AF4609M,
84,ST40663B,,CATERPILLAR,8N2556,
84,ST40663B,,FLEETGUARD,AF4874,
84,ST40665A,,CATERPILLAR,6I2509,
84,ST40665A,,FLEETGUARD,AF25137M,
84,ST40665A,,DONALDSON,P532509,
84,ST40665B,,CATERPILLAR,6I2510,
84,ST40665B,,FLEETGUARD,AF25138M,
84,ST40665B,,DONALDSON,P532510,
85,ST40666A,,CATERPILLAR,7M9045,
85,ST40666A,,FLEETGUARD,AF336M,
85,ST40666A,,DONALDSON,P181102,
85,ST40666B,,CATERPILLAR,2S1287,
85,ST40666B,,FLEETGUARD,AF340,
85,ST40667A,,FLEETGUARD,AF4391                      9103-0506142332,
85,ST40669AB,,,20405827,
85,ST40670A,,VOLVO,3827589,
85,ST40670A,,FLEETGUARD,AF26237,
85,ST40677A,,FLEETGUARD,AF25957 600-185-2500,
85,ST40677A,,KOMATSU,600-185-2510,
85,ST40677B,,FLEETGUARD,AF25618,
85,ST40678A,,,AF3153                    HDA5080                   ME060219,
85,ST40679A,,,1129111C1,
85,ST40684,,,AF977,
85,ST40685,,,AF978,
85,ST40700A,,HITACHI,4290940,U55
85,ST40700A,,FLEETGUARD,AF25436,
85,ST40700A,,DONALDSON,P822768,
85,ST40700B,,CATERPILLAR,1402337,
85,ST40700B,,FLEETGUARD,AF25497,
85,ST40700B,,DONALDSON,P822769,
85,ST40701A,,PERKINS,26510362,
85,ST40701A,,FLEETGUARD,AF25539,
85,ST40701A,,DONALDSON,P772578,
86,ST40701B,,FLEETGUARD,AF25434,
86,ST40702A,,FLEETGUARD,AF26659,
86,ST40702A,,PERKINS,135326205,
86,ST40703A,,PERKINS,135326206,
86,ST40703A,,FLEETGUARD,AF27867,
86,ST40704A,,FLEETGUARD,AF25526,
76,ST40704B,,FLEETGUARD,AF25484,
76,ST40704B,,DONALDSON,P775300,
76,ST40704B,,PERKINS,26510338,
86,ST40705A,,O.E.M. NO,26510380 233-5182,
86,ST40705A,,FLEETGUARD,AF27942 P633607,
86,ST40706A,,FLEETGUARD,AF25555 600-185-2200 600-185-2210 AF25588  P827653,
86,ST40706B,,FLEETGUARD,AF25556                          P829332,
86,ST40714,,,PC60-6 GD10,
86,ST40714,,,600-181-6340,
86,ST40714,,FLEETGUARD,AF25443,
86,ST40715,,FLEETGUARD,AF409K,
86,ST40715,,DONALDSON,P181054,
86,ST40715,,PERKINS,26510148 26510211,
86,ST40716,,,320*138*82                     叉车用空滤,
76,ST40718,,KOMATSU,YM12112012901,
76,ST40718,,FLEETGUARD,AF435KM 26510192,
76,ST40718,,DONALDSON,P181050 FS1600FJ,
86,ST40718-3,,FLEETGUARD,250*100*145*17*66,
86,ST40719,,KOMATSU,3EC0111630,
86,ST40719,,FLEETGUARD,AF4887KM BA2040012,
86,ST40719,,DONALDSON,P771592,
87,ST40720A,,SUMITOMO,600-181-7260,
87,ST40720A,,FLEETGUARD,AF4743K,
87,ST40720A,,DONALDSON,P181052                           P522449,
87,ST40720B,,FLEETGUARD,AF4744,
87,ST40720B,,DONALDSON,P500096,
87,ST40720B,,KOMATSU,600-181-7360,
87,ST40721,,,372-02-AF935,
87,ST40722A,,YANMAR,11980812520,
87,ST40722A,,FLEETGUARD,AF25551,
87,ST40722A,,DONALDSON,P821575 600-185-2120,
87,ST40722B,,FLEETGUARD,AF25552,
87,ST40722B,,DONALDSON,P822858,
87,ST40722B,,KOMATSU,12905112530 121465-12510 124066-12510 171022-12530 521520-12,
87,ST40726,,FLEETGUARD,AF1658K,
87,ST40726,,DONALDSON,P102745 P148113 P102745 P121240,
87,ST40727A,,HYUNDAI,11S1-20111,
87,ST40727A,,FLEETGUARD,AF25720K,
87,ST40727A,,DONALDSON,P776615,
87,ST40727B,,HYUNDAI,11S1-20111(B),
87,ST40727B,,FLEETGUARD,AF25741,
87,ST40727B,,DONALDSON,P776623,
87,ST40728,,FLEETGUARD,AF25538,
87,ST40728,,DONALDSON,P822686,
87,ST40728,,BOMAG,05741244,
87,ST40729A,,KOMATSU,6128-81-7320 6128-81-7042(AB),
87,ST40729A,,FLEETGUARD,AF4504M,
87,ST40729A,,DONALDSON,P145702,
87,ST40729B,,FLEETGUARD,AF1791,
87,ST40729B,,DONALDSON,P804215,
87,ST40729B,,KOMATSU,6127-81-7412/7413,
87,ST40730,,,341*166*88,
87,ST40731,,,275*140*83,
87,ST40732,,,257*105*64,
88,ST40820A,,FLEETGUARD,AF26207                        SEV551F/4,
88,ST40820B,,FLEETGUARD,AF26208,
88,ST40820B,,DONALDSON,P781102,
88,ST40928,,FLEETGUARD,AF928M,
88,ST41001,,,,
88,ST41002,,,,
88,ST41003,,,,
88,ST41004,,,,
88,ST41005,,,,
88,ST41006,,,,
88,ST41008,,,,
88,ST41100,,,AH1100,
88,ST41101,,,AH1101,
88,ST41103,,,AH1103                           P154927,
88,ST41135,,,AH1135                           P524838,
89,ST41183,,,AH1183                          P528722,
89,ST41340A,,,AF25454/25627 600-185-4120,
89,ST41340A,,,142-1340 CH11217  P608885  P781741,
89,ST41340A,,,600-185-6110 600-185-6100,
89,ST41340B,,,AF25268 142-1403,
89,ST41340B,,,600-185-6120,
89,ST41341A,,,AF25619                         11033998,
89,ST41341B,,,AF25620                         11033999,
89,ST41342A,,,AF25812                         C20500,
89,ST41342B,,,AF25813,
89,ST41343,,,,
89,ST41769,,,AF1769                            PE322,
89,ST43829,,FLEETGUARD,AF26187                      0140-3829/3830,
89,ST43999,,FLEETGUARD,AF26232                         0140-3999,
89,ST44548,,DONALDSON,P154575,
89,ST44842,,FLEETGUARD,AF4842 30944204,
89,ST44898,,FLEETGUARD,AF4898                         30941604,
90,ST45389A,,FLEETGUARD,AF344M                        7W5389,
90,ST45389B,,FLEETGUARD,AF343                            2S-1285,
90,ST46128,,,6L4714                       6L6873,
90,ST46128,,,AF4128                        P1111098,
90,ST46578AB,,,113-1578                      113-1579,
90,ST46578AB,,,AF26297                         P603857,
90,ST47509,,,,
90,ST47510,,,203*320*154,
90,ST47643,,FLEETGUARD,AF26249,
90,ST47643,,VOLVO,3827643,
90,ST48201A,,,106-3969,
90,ST48201A,,,AF25262,
90,ST48201B,,,106-3973,
90,ST48201B,,,AF25263,
90,ST48710A,,,AF25743                        4P0710,
90,ST48710B,,,AF26194                       4P0711,
90,ST48721,,,AF872                          P181099,
90,ST48802A,,,AF1921M                    4240294,
90,ST48802B,,,AF1922M                     4240295,
91,ST60821,,,WF2054,
91,ST60821,,,P554013                    P554075,
91,ST60822,,,3100308,
91,ST60822,,,WF2075,
91,ST60822,,,P552075,
91,ST60823,,,3318319,
91,ST60823,,,3310272,
91,ST60823,,,WF2076,
91,ST60823,,,P552076,
91,ST60824,,,3100308,
91,ST60824,,,WF2053,
91,ST60824,,,P554073,
91,ST60825,,,3100304,
91,ST60825,,,WF2071,
91,ST60825,,,P552071,
91,ST60826,,,WF2051,
91,ST60826,,,P554744,
91,ST60827,,,4058964,
91,ST60827,,,WF2073,
91,ST60827,,,P552073,
91,ST60828,,,1661964,
91,ST60828,,,WF2096,
91,ST60828,,,P552096,
91,ST60829,,,600-411-1151,
91,ST60829,,,600-411-1020,
91,ST60829,,,WF2144  P554074,
91,ST60830,,,9N3368,
91,ST60830,,,WF2071,
91,ST60830,,,P554071,
91,ST60831,,,9N3367,
91,ST60831,,,WF2055                     P552055,
91,ST60832,,,600-411-1191,
91,ST60832,,,WF2071                     P552071,
91,ST60833,,,4907485,
91,ST60833,,,WF2126                    P550866,
91,ST60834,,,5263175,
91,ST60834,,,WF2144                     P554074,
92,ST60835,,,1699830-4,
92,ST60835,,,WF2096                     P552096,
92,ST60836,,,1W5518,
92,ST60836,,,WF2056,
92,ST60837,,,600-411-1171,
92,ST60838,,,600-411-1181,
92,ST62067,,,WF2067                     P554074,
92,ST62067,,,3316053,
92,ST68331,,,26550001,
92,ST68331,,,WF2104                     P552075,
93,ST70001,,,山河智能70/60/80铜网,
93,ST70002,,,,
93,ST70003,,,玉柴铜网,
93,ST70004,,,三一铜网,
93,ST70005,,,凯斯210/240铜网,
93,ST70006,,,三一6C-9 / 65C-9,
93,ST70007,,,,
93,ST70008,,,福田雷沃210/220,
93,ST70009,,,厦工806,
93,ST70010,,,厦工808/815,
93,ST70011,,,厦工822,
93,ST70012,,,柳工220,
93,ST70013,,,龙工215/225,
93,ST70014,,,龙工230/235,
94,ST70015,,,玉柴210-8                      230-8                        240-8,
94,ST70016,,,玉柴35,
94,ST70017,,,力士德130-8,
94,ST70018,,,中联330/360,
94,ST70019,,,柳工915/150,
94,ST70020,,,徐工80,
94,ST70021,,,徐工370,
94,ST70022,,,徐挖240,
94,ST70023,,,山河智能230,
94,ST70024,,,龙工60,
94,ST70025,,,龙工85,
94,ST70026,,,小松新款铜网,
94,ST70027,,,徐工215,
94,ST70028,,,徐挖210,
95,ST70029,,,SK460-6                      SK480,
95,ST70030,,,PC7508,
95,ST70031,,,DH55                         DH60,
95,ST70032,,,DH55                          DH60,
95,ST70033,,,111021,
95,ST70033,,,SY360                        SY465,
95,ST70034,,,0330D010BN4HCI,
95,ST70034,,,P170610,
95,ST70035,,,0330D010BN4HCI,
95,ST70035,,,P170610,
95,ST70036,,,徐工150,
95,ST70037,,,徐工60,
95,ST70038,,,雷沃60老款,
95,ST70039,,,威克特323,
95,ST70040,,,750131003,
95,ST70042,,,国机3365LC-9,
95,ST70043,,,"53C0627 SH60647
 H20-0584-HOL
FH-3122 53C0500",
96,ST70044,,,4317008,
96,ST70045,,,E306                          E307,
96,ST70046,,,AGC02                          临工60,
96,ST70047,,,42N-60-1161,
96,ST70048,,,SH60541                        H-45030,
96,ST70049,,,EF-107D,
96,ST70050,,,419-15-16930,
96,ST70051,,,209-60-12840                PC650-5,
96,ST70052,,,562-15-11570,
96,ST70053,,,21N-62-31221                 GYA17,
96,ST70054,,,,
96,ST70055,,,60167852/PO-CO-02-01030,
96,ST70056,,,EF+078C-100                  SY385,
,ST70079,,,21U-60-32121 21U-60-32120 FY-5312,"PC18MR, PC20MR, PC20MRX, PC22MR, PC26MR, PC27MR, PC27MRX, PC30MR, PC30UU, PC35MR,"
,ST70097,,,KH351 E303SR VIO30,48*100*85
96,ST78005,,,,
97,ST78009,,,EX60-5,
97,ST70810,,FLEETGUARD,HF28925,
97,ST70810,,HITACHI,4210224,
97,ST70810,,KOMATSU,203-60-56250,
97,ST70811,,KOMATSU,205-60-51450,
97,ST70815,,,205-60-51270              R36P0019,
97,ST70821,,,KTJ1081,
97,ST70830,,,E85700711                      E200B E320                 PC120-3/5,75*150*135
97,ST70831,,HITACHI,3501403,
97,ST70832,,KOTO,689-13101000,
97,ST70841,,KOMATSU,201-60-22150,
97,ST70842,,KOMATSU,203-60-21141,
97,ST70843,,,21E-60-11130,
97,ST70850,,KOMATSU,20Y-60-21311,
97,ST70851,,KOMATSU,,
97,ST70852,,DAWOO,2474-9016A,
98,ST70857,,,E312                         E120B,
98,ST70859,,,SH60 31M5-70010 P871 203-60-31150 FY-5077,
98,ST70861,,,,
98,ST70862,,,,
98,ST70864,,,030168-024500 4190987 HF6247 P173490 4285577,EX120 76-125-130
98,ST70867,SP-867,VOLVO,360,
98,ST70868,SP-868,HYUNDAI,31E9-10190 31E9-0595,
98,ST70870,SP-870,DAWOO,2471-9401,
98,ST70880,SP-880,,13420 /195-13-13420              SPECIFICATION              90*58*38,
98,ST70884,,,柳工936铜网,
98,ST70889,SP-889,KOMATSU,20Y-60-31171 22B-60-11160,
98,ST70895,SP-895,FLEETGUARD,,
98,ST75122,SP-5122,,钻机用铜网滤芯                5112-3057-74                 105-84-14,
98,ST70889-1,,,,
,ST78050,,,R010052 4648651 HY90544 SH60368 14375002 4648651,
99,ST86801,ST-KT6801,长（length)*宽（width)*高(height),430*74*47,
99,ST86801,ST-KT6801,OF,JCB挖机/山河智能挖机,
99,ST86802,ST-KT6802,长（length)*宽（width)*高(height),220*242*50,
99,ST86802,ST-KT6802,,神钢200系列外置 SK200-3/5/6/7/8,
99,ST86802,ST-KT6802,OF,51186-41870  YN50V01015P3,
99,ST86803,ST-KT6803,长（length)*宽（width)*高(height),211*170*19,
99,ST86803,ST-KT6803,OF,大宇DH258LC/DH300LC-V内置,
99,ST86804,ST-KT6804,长（length)*宽（width)*高(height),253*190*28,
99,ST86804,ST-KT6804,OF,住友内置SH250/350内置      51186-41951,
99,ST86805,ST-KT6805,长（length)*宽（width)*高(height),326*181*60,
99,ST86805,ST-KT6805,OF,VOLVO 210/360内置          14503269,
99,ST86806,ST-KT6806,长（length)*宽（width)*高(height),302*418*31,
99,ST86806,ST-KT6806,OF,VOLVO 210外置              14506997,
99,ST86807,ST-KT6807,长（length)*宽（width)*高(height),600*123*25,
99,ST86807,ST-KT6807,OF,CAT E320C//E/D/330C外置      4I-1278,
99,ST86808,ST-KT6808,长（length)*宽（width)*高(height),215*195*17,
99,ST86808,ST-KT6808,OF,PC200-7/8/PC300/360-7/PC400/RD118-53710内置 08974-00820  208-979-7620,
99,ST86809,ST-KT6809,长（length)*宽（width)*高(height),200*202*18,
99,ST86809,ST-KT6809,OF,E320B/D E330内置   245-7823/245-8237/293-1137/293-1184/140670-3140/263-G67-3191,
99,ST86810,ST-KT6810,长（length)*宽（width)*高(height),245*106*20,
99,ST86810,ST-KT6810,OF,现代通用 三一挖机AF26474/12E1-3500/11N690760/OK2N-161-52X,
99,ST86811,ST-KT6811,长（length)*宽（width)*高(height),198*192*12,
99,ST86811,ST-KT6811,OF,现代内置2C7714,
99,ST86812,ST-KT6812,长（length)*宽（width)*高(height),223*169*51,
99,ST86812,ST-KT6812,OF,PC-7PC130-7/200-7/PC300/400/PC200-6/8PC360-7PA5328/AF25573/4234793/ 17801-74010/17M-911-3530,
99,ST86813,ST-KT6813,长（length)*宽（width)*高(height),250*215*27,
99,ST86813,ST-KT6813,OF,现代R75挖机 V9112-0012/203-979-6850    17801-11070,
99,ST86814,ST-KT6814,长（length)*宽（width)*高(height),208*236*25,
99,ST86814,ST-KT6814,OF,现代电喷机 97610-25150,
100,ST86815,ST-KT6815,长（length)*宽（width)*高(height),202*198*20,
100,ST86815,ST-KT6815,OF,WA380，卡特320C/330C内置 PA4987   20Y-979-6261   7729700010,
100,ST86816,ST-KT6816,长（length)*宽（width)*高(height),208*186*28,
100,ST86816,ST-KT6816,OF,神钢内置SK-200系列  56186-40350  YN50V01014D1,
100,ST86817,ST-KT6817,长（length)*宽（width)*高(height),436*122*45,
100,ST86817,ST-KT6817,OF,VOLVO 220/360装载机   6664161/11703979/15052786,
100,ST86818,ST-KT6818,长（length)*宽（width)*高(height),490*123*30,
100,ST86818,ST-KT6818,OF,SK200-8/350-8/250-8外置   51186-41970,
100,ST86819,ST-KT6819,长（length)*宽（width)*高(height),281*161*54,
100,ST86819,ST-KT6819,OF,ZAXS-3内置 ZAXS-5/EX200/330-3内置4658954 534241-7600/4643580,
100,ST86820,ST-KT6820,长（length)*宽（width)*高(height),210*225*31,
100,ST86820,ST-KT6820,OF,SK200-8/350-8/250-8内置   51186-4199,
100,ST86821,ST-KT6821,长（length)*宽（width)*高(height),284*176*10,
100,ST86821,ST-KT6821,OF,日立直喷 EX200-5外置4441139/2474Y9404/4S00684,
100,ST86822,ST-KT6822,长（length)*宽（width)*高(height),264*140*20,
100,ST86822,ST-KT6822,OF,卡特320C内置 小松210-7通用内置600-181-9418/20Y979-6261/AF55733/185-8154/4I-8675,
100,ST86823,ST-KT6823,长（length)*宽（width)*高(height),302*198*20,
100,ST86823,ST-KT6823,OF,PC300-7/PC400-6外置PC470内置PA4986/AF55736/77Z9700020/20Y-979-3380,
100,ST86824,ST-KT6824,长（length)*宽（width)*高(height),320*215*78,
100,ST86824,ST-KT6824,OF,EX200/ZAX-3/5EX330-3外置/4632689,
100,ST86825,ST-KT6825,长（length)*宽（width)*高(height),350*253*71,
100,ST86825,ST-KT6825,OF,日立直喷挖机通用 EX200-5   4350249/4S00640,
100,ST86826,ST-KT6826,长（length)*宽（width)*高(height),508*285*61,
100,ST86826,ST-KT6826,OF,VOLVO 220/360装载机 6664160/11703980,
100,ST86827,ST-KT6827,长（length)*宽（width)*高(height),264*240*24,
100,ST86827,ST-KT6827,OF,PC50-75小机PC3200-6（大）PC60-7内置,
100,ST86828,ST-KT6828,长（length)*宽（width)*高(height),200*235*39,
100,ST86828,ST-KT6828,OF,PC300内置/PC50-75小机203-979-6850,
101,ST86829,ST-KT6829,长（length)*宽（width)*高(height),182*168*42,
101,ST86829,ST-KT6829,OF,PC200-3/6通用 小松7型机后置   203-979-6591,
101,ST86830,ST-KT6830,长（length)*宽（width)*高(height),391*143*40,
101,ST86830,ST-KT6830,OF,2031AK/4141K/4144K/CU3855/E982LI/93234E/P784473/0008301218,
101,ST86831,ST-KT6831,长（length)*宽（width)*高(height),402*181*40,
101,ST86831,ST-KT6831,OF,MAN M/F/E2000L货车 E960LI/      81.61910.0011/81.69010.0011,
101,ST86832,ST-KT6832,长（length)*宽（width)*高(height),234*184*40,
101,ST86832,ST-KT6832,OF,SHA5/SH250/350外置KHR13340挖掘机    51186-41980,
101,ST86833,ST-KT6833,长（length)*宽（width)*高(height),206*228*68,
101,ST86833,ST-KT6833,OF,斯堪尼亚P/G/R/T-SERIES 04款/CU1722/1420197,
101,ST86834,ST-KT6834,长（length)*宽（width)*高(height),375*135*20,
101,ST86834,ST-KT6834,OF,斯堪尼亚P/G/R/T-SERIES 2010款/CU37001/1770813/1913500,
101,ST86835,ST-KT6835,长（length)*宽（width)*高(height),400*185*40,
101,ST86835,ST-KT6835,OF,重汽德龙拖头   10044373,
101,ST86836,ST-KT6836,长（length)*宽（width)*高(height),380*134*36,
101,ST86836,ST-KT6836,OF,奔驰重卡拖头系列08款/AF25695/CU3869/A0008301118,
101,ST86837,ST-KT6837,长（length)*宽（width)*高(height),284*169*36,
101,ST86837,ST-KT6837,OF,日立EX200-5挖机/ZAX直喷内置/4S00683/4484453,
101,ST86838,ST-KT6838,长（length)*宽（width)*高(height),210*180*20,
101,ST86838,ST-KT6838,OF,斗山DA258/DH-7           2474Y6050,
101,ST86839,ST-KT6839,长（length)*宽（width)*高(height),226*179*46,
101,ST86839,ST-KT6839,OF,住友挖机,
101,ST86840,ST-KT6840,长（length)*宽（width)*高(height),214*237*52,
101,ST86840,ST-KT6840,OF,小松WA470装载机外滤/加藤-8   4033060270,
101,ST86841,ST-KT6841,长（length)*宽（width)*高(height),395*184*52,
101,ST86841,ST-KT6841,OF,矿山机械                       RD-5-11509-0,
101,ST86842,ST-KT6842,长（length)*宽（width)*高(height),470*174*12,
101,ST86842,ST-KT6842,OF,矿山机械                        RD-5-11509-1,
102,ST86843,ST-KT6843,长（length)*宽（width)*高(height),216*118*14,
102,ST86843,ST-KT6843,OF,久保田、日立70 内置,
102,ST86844,ST-KT6844,长（length)*宽（width)*高(height),540*150*72,
102,ST86844,ST-KT6844,OF,卡特D6G推土机                  6T-0988/P535243/AF26181,
102,ST86845,ST-KT6845,长（length)*宽（width)*高(height),425*132*14,
102,ST86845,ST-KT6845,OF,富豪980压路机              12732398,
102,ST86846,ST-KT6846,长（length)*宽（width)*高(height),207*210*49,
102,ST86846,ST-KT6846,OF,富豪牵引车FH12/FH16/FM10/FM7/FM9-3001/340/380 8143691/8144430,
102,ST86847,ST-KT6847,长（length)*宽（width)*高(height),124*176*19,
102,ST86847,ST-KT6847,OF,V0521-3291/01453-0804/6A671-75090,
102,ST86848,ST-KT6848,长（length)*宽（width)*高(height),310*120*42,
102,ST86848,ST-KT6848,OF,久保田内置                   V0521-3292,
102,ST86849,ST-KT6849,长（length)*宽（width)*高(height),54*31/47*39,
102,ST86849,ST-KT6849,OF,CASE凯斯挖机 CX130B/180B/210B/230B 现代R130LC/170LC VOLVO140B/EC210B/V0521-6591/AF26675,
